Order_ID,Order_Date,Customer_ID,Employee_ID,City,Category,Product,Quantity,Gross_Sales,Discount,Net_Sales,Cost,Profit,Status,TAT_Hours,Delivery_Date,Month,Month_No,Quarter
ORD00029,2025-12-11,CUST0103,EMP008,Bengaluru,Beauty,Moisturizer,4,16917.32,0.25,12687.99,8173.21,4514.78,Pending,14,2025-12-11 14:00:00,Dec,12,Q4
ORD00030,2025-02-18,CUST0040,EMP004,Kolkata,Beauty,Hair Dryer,7,31689.28,0.0,31689.28,27425.08,4264.2,Delayed,96,2025-02-22 00:00:00,Feb,2,Q1
ORD00031,2025-02-28,CUST0235,EMP010,Mumbai,Beauty,Moisturizer,2,11437.82,0.2,9150.26,7249.35,1900.91,Completed,33,2025-03-01 09:00:00,Feb,2,Q1
ORD00032,2025-06-19,CUST0089,EMP005,Chennai,Office Supplies,Calculator,2,4761.3,0.05,4523.23,3475.46,1047.77,Completed,27,2025-06-20 03:00:00,Jun,6,Q2
ORD00033,2025-07-07,CUST0100,EMP005,Chennai,Fashion,Sneakers,6,46524.3,0.1,41871.87,34318.02,7553.85,Delayed,64,2025-07-09 16:00:00,Jul,7,Q3
ORD00034,2025-09-28,CUST0144,EMP006,Bengaluru,Beauty,Shampoo,6,22727.16,0.1,20454.44,12111.08,8343.36,Cancelled,13,2025-09-28 13:00:00,Sep,9,Q3
ORD00035,2025-07-09,CUST0082,EMP007,Bengaluru,Home & Kitchen,Cookware Set,2,2455.74,0.0,2455.74,2047.06,408.68,Completed,44,2025-07-10 20:00:00,Jul,7,Q3
ORD00036,2025-06-24,CUST0077,EMP008,Pune,Home & Kitchen,Mixer Grinder,7,44437.33,0.2,35549.86,26530.68,9019.18,Pending,20,2025-06-24 20:00:00,Jun,6,Q2
ORD00037,2025-02-20,CUST0059,EMP008,Mumbai,Fashion,Jeans,7,38639.44,0.0,38639.44,25527.48,13111.96,Completed,21,2025-02-20 21:00:00,Feb,2,Q1
ORD00038,2025-12-30,CUST0229,EMP002,Chennai,Electronics,Power Bank,6,16718.76,0.1,15046.88,12326.89,2719.99,Completed,22,2025-12-30 22:00:00,Dec,12,Q4
ORD00039,2025-02-24,CUST0091,EMP009,Ahmedabad,Electronics,Wireless Mouse,3,16019.04,0.15,13616.18,11095.09,2521.09,Completed,10,2025-02-24 10:00:00,Feb,2,Q1
ORD00040,2025-09-01,CUST0001,EMP007,Pune,Electronics,Headphones,7,13900.95,0.15,11815.81,9796.3,2019.51,Pending,0,2025-09-01 00:00:00,Sep,9,Q3
ORD00041,2025-11-16,CUST0269,EMP004,Chennai,Home & Kitchen,Storage Box,2,7728.82,0.0,7728.82,4545.48,3183.34,Completed,27,2025-11-17 03:00:00,Nov,11,Q4
ORD00042,2025-05-11,CUST0286,EMP004,Bengaluru,Electronics,USB Hub,4,30640.36,0.05,29108.34,25321.03,3787.31,Completed,18,2025-05-11 18:00:00,May,5,Q2
ORD00043,2025-11-03,CUST0197,EMP008,Mumbai,Office Supplies,Pen Set,7,8855.07,0.15,7526.81,6523.31,1003.5,Completed,44,2025-11-04 20:00:00,Nov,11,Q4
ORD00044,2025-05-15,CUST0274,EMP004,Hyderabad,Beauty,Moisturizer,7,23652.44,0.05,22469.82,15009.05,7460.77,Completed,45,2025-05-16 21:00:00,May,5,Q2
ORD00045,2025-01-21,CUST0078,EMP006,Mumbai,Home & Kitchen,Water Bottle,3,21019.62,0.1,18917.66,10816.08,8101.58,Completed,26,2025-01-22 02:00:00,Jan,1,Q1
ORD00046,2025-11-25,CUST0141,EMP005,Delhi,Fashion,Backpack,6,49471.5,0.05,46997.92,28439.77,18558.15,Pending,1,2025-11-25 01:00:00,Nov,11,Q4
ORD00047,2025-06-16,CUST0288,EMP003,Ahmedabad,Fashion,Jacket,7,27581.96,0.1,24823.76,21786.18,3037.58,Completed,41,2025-06-17 17:00:00,Jun,6,Q2
ORD00048,2025-10-01,CUST0071,EMP010,Ahmedabad,Beauty,Perfume,5,21917.25,0.2,17533.8,12901.27,4632.53,Completed,7,2025-10-01 07:00:00,Oct,10,Q4
ORD00049,2025-03-30,CUST0050,EMP002,Ahmedabad,Home & Kitchen,Table Lamp,1,4927.64,0.1,4434.88,2961.1,1473.78,Cancelled,22,2025-03-30 22:00:00,Mar,3,Q1
ORD00050,2025-11-12,CUST0080,EMP009,Hyderabad,Electronics,Wireless Mouse,2,15870.22,0.1,14283.2,9214.19,5069.01,Pending,21,2025-11-12 21:00:00,Nov,11,Q4
ORD00051,2025-01-14,CUST0235,EMP010,Kolkata,Electronics,Headphones,5,36580.15,0.05,34751.14,22060.28,12690.86,Cancelled,7,2025-01-14 07:00:00,Jan,1,Q1
ORD00052,2025-08-30,CUST0287,EMP009,Kolkata,Office Supplies,Notebook,6,9447.12,0.1,8502.41,6539.8,1962.61,Pending,24,2025-08-31 00:00:00,Aug,8,Q3
ORD00053,2025-09-22,CUST0155,EMP001,Pune,Office Supplies,Notebook,4,15187.72,0.0,15187.72,10455.2,4732.52,Completed,43,2025-09-23 19:00:00,Sep,9,Q3
ORD00054,2025-12-12,CUST0060,EMP010,Hyderabad,Electronics,Keyboard,1,4024.4,0.05,3823.18,3320.76,502.42,Completed,40,2025-12-13 16:00:00,Dec,12,Q4
ORD00055,2025-02-22,CUST0033,EMP003,Hyderabad,Fashion,Backpack,5,33694.75,0.05,32010.01,24829.15,7180.86,Completed,14,2025-02-22 14:00:00,Feb,2,Q1
ORD00056,2025-12-06,CUST0127,EMP008,Pune,Fashion,T-Shirt,1,5184.16,0.1,4665.74,3785.66,880.08,Completed,14,2025-12-06 14:00:00,Dec,12,Q4
ORD00057,2025-04-02,CUST0221,EMP006,Mumbai,Office Supplies,Desk Organizer,2,11225.48,0.1,10102.93,6532.6,3570.33,Cancelled,1,2025-04-02 01:00:00,Apr,4,Q2
ORD00058,2025-09-21,CUST0200,EMP005,Pune,Beauty,Face Wash,6,50909.82,0.05,48364.33,27864.21,20500.12,Completed,17,2025-09-21 17:00:00,Sep,9,Q3
ORD00059,2025-02-04,CUST0126,EMP005,Delhi,Electronics,Power Bank,7,5431.44,0.05,5159.87,3668.57,1491.3,Delayed,72,2025-02-07 00:00:00,Feb,2,Q1
ORD00060,2025-07-25,CUST0041,EMP006,Bengaluru,Office Supplies,Pen Set,4,8048.52,0.05,7646.09,4999.1,2646.99,Completed,28,2025-07-26 04:00:00,Jul,7,Q3
ORD00061,2025-03-22,CUST0275,EMP007,Kolkata,Office Supplies,Notebook,6,21335.58,0.2,17068.46,10525.9,6542.56,Completed,21,2025-03-22 21:00:00,Mar,3,Q1
ORD00062,2025-02-19,CUST0297,EMP001,Bengaluru,Electronics,USB Hub,1,3053.98,0.1,2748.58,2375.8,372.78,Cancelled,11,2025-02-19 11:00:00,Feb,2,Q1
ORD00063,2025-12-26,CUST0085,EMP009,Kolkata,Electronics,Keyboard,5,1653.7,0.0,1653.7,1151.83,501.87,Pending,2,2025-12-26 02:00:00,Dec,12,Q4
ORD00064,2025-01-02,CUST0089,EMP003,Hyderabad,Fashion,Sneakers,2,1832.68,0.0,1832.68,1113.64,719.04,Completed,21,2025-01-02 21:00:00,Jan,1,Q1
ORD00065,2025-02-23,CUST0042,EMP004,Ahmedabad,Beauty,Shampoo,2,11671.92,0.25,8753.94,5388.53,3365.41,Delayed,59,2025-02-25 11:00:00,Feb,2,Q1
ORD00066,2025-04-16,CUST0120,EMP010,Pune,Beauty,Face Wash,6,44954.16,0.05,42706.45,27444.63,15261.82,Completed,10,2025-04-16 10:00:00,Apr,4,Q2
ORD00067,2025-09-17,CUST0279,EMP001,Pune,Electronics,Headphones,7,31106.6,0.15,26440.61,23261.77,3178.84,Completed,47,2025-09-18 23:00:00,Sep,9,Q3
ORD00068,2025-11-06,CUST0033,EMP010,Pune,Home & Kitchen,Storage Box,5,23261.25,0.0,23261.25,14851.0,8410.25,Completed,17,2025-11-06 17:00:00,Nov,11,Q4
ORD00069,2025-07-10,CUST0276,EMP003,Ahmedabad,Office Supplies,Desk Organizer,7,15960.21,0.2,12768.17,8407.9,4360.27,Completed,18,2025-07-10 18:00:00,Jul,7,Q3
ORD00070,2025-08-06,CUST0153,EMP002,Delhi,Office Supplies,Desk Organizer,7,45932.39,0.2,36745.91,28205.36,8540.55,Pending,19,2025-08-06 19:00:00,Aug,8,Q3
ORD00071,2025-02-13,CUST0090,EMP002,Delhi,Electronics,Headphones,5,32137.4,0.1,28923.66,18713.82,10209.84,Completed,5,2025-02-13 05:00:00,Feb,2,Q1
ORD00072,2025-06-11,CUST0104,EMP001,Ahmedabad,Home & Kitchen,Cookware Set,1,5062.85,0.0,5062.85,3145.12,1917.73,Completed,33,2025-06-12 09:00:00,Jun,6,Q2
ORD00073,2025-07-21,CUST0012,EMP008,Mumbai,Fashion,Jeans,6,11554.5,0.05,10976.78,6611.87,4364.91,Pending,18,2025-07-21 18:00:00,Jul,7,Q3
ORD00074,2025-09-27,CUST0160,EMP003,Ahmedabad,Electronics,USB Hub,6,5760.6,0.05,5472.57,3574.6,1897.97,Delayed,69,2025-09-29 21:00:00,Sep,9,Q3
ORD00075,2025-12-17,CUST0196,EMP003,Chennai,Electronics,USB Hub,3,2059.17,0.1,1853.25,1084.06,769.19,Pending,9,2025-12-17 09:00:00,Dec,12,Q4
ORD00076,2025-10-31,CUST0262,EMP006,Kolkata,Office Supplies,Pen Set,6,30594.06,0.05,29064.36,16164.24,12900.12,Completed,47,2025-11-01 23:00:00,Oct,10,Q4
ORD00077,2025-09-28,CUST0091,EMP008,Chennai,Electronics,USB Hub,2,14078.08,0.0,14078.08,11481.12,2596.96,Completed,16,2025-09-28 16:00:00,Sep,9,Q3
ORD00078,2025-08-03,CUST0197,EMP009,Chennai,Electronics,Wireless Mouse,1,7317.06,0.1,6585.35,3921.61,2663.74,Completed,23,2025-08-03 23:00:00,Aug,8,Q3
ORD00079,2025-09-09,CUST0069,EMP009,Ahmedabad,Electronics,Keyboard,5,20106.2,0.1,18095.58,14586.35,3509.23,Completed,38,2025-09-10 14:00:00,Sep,9,Q3
ORD00080,2025-07-09,CUST0220,EMP004,Kolkata,Office Supplies,Desk Organizer,6,40192.02,0.05,38182.42,31049.52,7132.9,Pending,6,2025-07-09 06:00:00,Jul,7,Q3
ORD00081,2025-10-23,CUST0214,EMP005,Mumbai,Fashion,Jeans,1,8056.45,0.0,8056.45,5861.18,2195.27,Cancelled,15,2025-10-23 15:00:00,Oct,10,Q4
ORD00082,2025-08-01,CUST0146,EMP002,Pune,Fashion,Backpack,6,14686.02,0.25,11014.52,7183.62,3830.9,Cancelled,17,2025-08-01 17:00:00,Aug,8,Q3
ORD00083,2025-07-27,CUST0233,EMP009,Chennai,Electronics,Power Bank,5,17364.85,0.1,15628.36,9343.58,6284.78,Completed,41,2025-07-28 17:00:00,Jul,7,Q3
ORD00084,2025-08-25,CUST0234,EMP008,Ahmedabad,Office Supplies,File Folder,4,31711.4,0.15,26954.69,21379.0,5575.69,Completed,38,2025-08-26 14:00:00,Aug,8,Q3
ORD00085,2025-12-04,CUST0214,EMP003,Pune,Fashion,Sneakers,5,14871.15,0.1,13384.04,10017.39,3366.65,Completed,39,2025-12-05 15:00:00,Dec,12,Q4
ORD00086,2025-02-22,CUST0061,EMP009,Ahmedabad,Fashion,Jacket,5,38904.35,0.0,38904.35,29812.39,9091.96,Pending,9,2025-02-22 09:00:00,Feb,2,Q1
ORD00087,2025-10-07,CUST0078,EMP003,Hyderabad,Fashion,Jeans,5,41708.6,0.05,39623.17,21906.1,17717.07,Completed,6,2025-10-07 06:00:00,Oct,10,Q4
ORD00088,2025-08-05,CUST0095,EMP009,Chennai,Office Supplies,Notebook,6,34056.72,0.05,32353.88,27697.53,4656.35,Completed,11,2025-08-05 11:00:00,Aug,8,Q3
ORD00089,2025-09-09,CUST0216,EMP002,Hyderabad,Office Supplies,Desk Organizer,3,20913.09,0.15,17776.13,10165.74,7610.39,Completed,43,2025-09-10 19:00:00,Sep,9,Q3
ORD00090,2025-07-07,CUST0213,EMP010,Mumbai,Electronics,Power Bank,5,32043.55,0.1,28839.2,19352.43,9486.77,Delayed,52,2025-07-09 04:00:00,Jul,7,Q3
ORD00091,2025-02-10,CUST0200,EMP009,Bengaluru,Beauty,Moisturizer,2,11982.22,0.05,11383.11,7773.47,3609.64,Pending,10,2025-02-10 10:00:00,Feb,2,Q1
ORD00092,2025-06-06,CUST0031,EMP008,Delhi,Fashion,Jacket,2,5425.74,0.25,4069.3,2239.94,1829.36,Completed,10,2025-06-06 10:00:00,Jun,6,Q2
ORD00093,2025-01-15,CUST0290,EMP009,Kolkata,Beauty,Moisturizer,1,626.74,0.05,595.4,425.14,170.26,Completed,5,2025-01-15 05:00:00,Jan,1,Q1
ORD00094,2025-10-28,CUST0135,EMP005,Ahmedabad,Office Supplies,File Folder,3,9043.44,0.25,6782.58,5415.39,1367.19,Delayed,63,2025-10-30 15:00:00,Oct,10,Q4
ORD00095,2025-03-06,CUST0083,EMP002,Mumbai,Office Supplies,Calculator,1,5718.92,0.25,4289.19,3524.34,764.85,Pending,7,2025-03-06 07:00:00,Mar,3,Q1
ORD00096,2025-12-11,CUST0047,EMP008,Mumbai,Office Supplies,Notebook,2,2012.24,0.0,2012.24,1690.69,321.55,Pending,8,2025-12-11 08:00:00,Dec,12,Q4
ORD00097,2025-11-23,CUST0206,EMP006,Mumbai,Beauty,Moisturizer,7,1746.64,0.05,1659.31,1179.68,479.63,Cancelled,14,2025-11-23 14:00:00,Nov,11,Q4
ORD00098,2025-01-09,CUST0077,EMP008,Chennai,Office Supplies,File Folder,2,2632.86,0.1,2369.57,1796.39,573.18,Completed,39,2025-01-10 15:00:00,Jan,1,Q1
ORD00099,2025-12-10,CUST0259,EMP005,Hyderabad,Electronics,Power Bank,4,24505.56,0.1,22055.0,12709.01,9345.99,Pending,2,2025-12-10 02:00:00,Dec,12,Q4
ORD00100,2025-05-09,CUST0092,EMP010,Delhi,Office Supplies,Calculator,5,41364.15,0.1,37227.74,26470.88,10756.86,Completed,48,2025-05-11 00:00:00,May,5,Q2
ORD00101,2025-05-16,CUST0100,EMP002,Chennai,Home & Kitchen,Water Bottle,7,58510.13,0.25,43882.6,26377.36,17505.24,Completed,45,2025-05-17 21:00:00,May,5,Q2
ORD00102,2025-03-04,CUST0195,EMP006,Bengaluru,Beauty,Face Wash,2,8549.46,0.15,7267.04,4883.32,2383.72,Completed,12,2025-03-04 12:00:00,Mar,3,Q1
ORD00103,2025-05-19,CUST0192,EMP005,Kolkata,Home & Kitchen,Mixer Grinder,6,44454.54,0.05,42231.81,27816.86,14414.95,Delayed,70,2025-05-21 22:00:00,May,5,Q2
ORD00104,2025-03-22,CUST0068,EMP005,Kolkata,Office Supplies,Calculator,6,37815.0,0.0,37815.0,26083.59,11731.41,Delayed,73,2025-03-25 01:00:00,Mar,3,Q1
ORD00105,2025-06-12,CUST0242,EMP001,Delhi,Electronics,Power Bank,1,4333.69,0.1,3900.32,2880.93,1019.39,Completed,14,2025-06-12 14:00:00,Jun,6,Q2
ORD00106,2025-10-16,CUST0090,EMP002,Kolkata,Fashion,Sneakers,7,34527.85,0.0,34527.85,29277.87,5249.98,Pending,13,2025-10-16 13:00:00,Oct,10,Q4
ORD00107,2025-09-18,CUST0010,EMP008,Kolkata,Office Supplies,Calculator,1,1295.85,0.15,1101.47,749.2,352.27,Pending,18,2025-09-18 18:00:00,Sep,9,Q3
ORD00108,2025-08-19,CUST0264,EMP003,Mumbai,Electronics,Power Bank,5,39897.35,0.05,37902.48,33118.17,4784.31,Completed,14,2025-08-19 14:00:00,Aug,8,Q3
ORD00109,2025-02-10,CUST0268,EMP010,Pune,Beauty,Face Wash,5,15443.05,0.05,14670.9,11743.75,2927.15,Cancelled,15,2025-02-10 15:00:00,Feb,2,Q1
ORD00110,2025-01-28,CUST0118,EMP003,Bengaluru,Home & Kitchen,Mixer Grinder,4,15501.4,0.0,15501.4,11142.23,4359.17,Cancelled,21,2025-01-28 21:00:00,Jan,1,Q1
ORD00111,2025-05-15,CUST0250,EMP008,Hyderabad,Home & Kitchen,Water Bottle,3,17275.08,0.15,14683.82,11196.83,3486.99,Cancelled,19,2025-05-15 19:00:00,May,5,Q2
ORD00112,2025-07-20,CUST0059,EMP008,Ahmedabad,Home & Kitchen,Table Lamp,1,2938.09,0.0,2938.09,1715.06,1223.03,Completed,14,2025-07-20 14:00:00,Jul,7,Q3
ORD00113,2025-11-24,CUST0195,EMP002,Bengaluru,Beauty,Moisturizer,5,11365.3,0.15,9660.5,8005.58,1654.92,Cancelled,9,2025-11-24 09:00:00,Nov,11,Q4
ORD00114,2025-09-25,CUST0050,EMP008,Chennai,Electronics,Headphones,1,5419.26,0.1,4877.33,3619.85,1257.48,Completed,31,2025-09-26 07:00:00,Sep,9,Q3
ORD00115,2025-02-02,CUST0296,EMP001,Kolkata,Beauty,Shampoo,5,1793.1,0.15,1524.14,1334.24,189.9,Delayed,89,2025-02-05 17:00:00,Feb,2,Q1
ORD00116,2025-02-17,CUST0097,EMP006,Pune,Home & Kitchen,Water Bottle,2,12336.1,0.1,11102.49,8438.13,2664.36,Delayed,95,2025-02-20 23:00:00,Feb,2,Q1
ORD00117,2025-03-03,CUST0127,EMP008,Ahmedabad,Office Supplies,Desk Organizer,1,4442.1,0.0,4442.1,3665.87,776.23,Completed,28,2025-03-04 04:00:00,Mar,3,Q1
ORD00118,2025-08-04,CUST0246,EMP003,Chennai,Fashion,Jeans,2,10416.08,0.15,8853.67,7206.19,1647.48,Completed,23,2025-08-04 23:00:00,Aug,8,Q3
ORD00119,2025-10-20,CUST0087,EMP008,Delhi,Beauty,Shampoo,1,5426.2,0.0,5426.2,3603.01,1823.19,Completed,31,2025-10-21 07:00:00,Oct,10,Q4
ORD00120,2025-04-09,CUST0077,EMP001,Mumbai,Beauty,Moisturizer,3,13652.61,0.1,12287.35,7810.72,4476.63,Delayed,79,2025-04-12 07:00:00,Apr,4,Q2
ORD00121,2025-06-21,CUST0204,EMP009,Kolkata,Electronics,Power Bank,4,20056.64,0.0,20056.64,13880.46,6176.18,Completed,14,2025-06-21 14:00:00,Jun,6,Q2
ORD00122,2025-12-26,CUST0146,EMP009,Mumbai,Electronics,Keyboard,6,35157.78,0.15,29884.11,21044.08,8840.03,Delayed,91,2025-12-29 19:00:00,Dec,12,Q4
ORD00123,2025-08-02,CUST0149,EMP005,Bengaluru,Beauty,Shampoo,6,38631.24,0.2,30904.99,19446.28,11458.71,Completed,31,2025-08-03 07:00:00,Aug,8,Q3
ORD00124,2025-02-04,CUST0111,EMP010,Mumbai,Home & Kitchen,Cookware Set,6,37345.38,0.1,33610.84,28408.46,5202.38,Completed,4,2025-02-04 04:00:00,Feb,2,Q1
ORD00125,2025-08-15,CUST0129,EMP004,Mumbai,Fashion,Jacket,2,14822.6,0.1,13340.34,9725.65,3614.69,Completed,8,2025-08-15 08:00:00,Aug,8,Q3
ORD00126,2025-04-11,CUST0253,EMP006,Delhi,Electronics,Power Bank,7,12122.95,0.15,10304.51,8994.67,1309.84,Completed,13,2025-04-11 13:00:00,Apr,4,Q2
ORD00127,2025-05-11,CUST0166,EMP007,Hyderabad,Home & Kitchen,Storage Box,5,17497.95,0.0,17497.95,14301.18,3196.77,Completed,45,2025-05-12 21:00:00,May,5,Q2
ORD00128,2025-09-14,CUST0297,EMP005,Hyderabad,Office Supplies,Calculator,6,48384.6,0.2,38707.68,28387.54,10320.14,Delayed,96,2025-09-18 00:00:00,Sep,9,Q3
ORD00129,2025-01-05,CUST0137,EMP010,Chennai,Electronics,Wireless Mouse,3,10384.59,0.0,10384.59,8956.95,1427.64,Delayed,57,2025-01-07 09:00:00,Jan,1,Q1
ORD00130,2025-08-06,CUST0279,EMP009,Kolkata,Home & Kitchen,Cookware Set,6,7156.02,0.25,5367.02,3846.05,1520.97,Delayed,49,2025-08-08 01:00:00,Aug,8,Q3
ORD00131,2025-09-12,CUST0011,EMP003,Chennai,Home & Kitchen,Storage Box,1,4537.47,0.15,3856.85,3250.34,606.51,Cancelled,5,2025-09-12 05:00:00,Sep,9,Q3
ORD00132,2025-12-25,CUST0071,EMP007,Hyderabad,Fashion,Jacket,2,2128.5,0.15,1809.22,1208.9,600.32,Cancelled,6,2025-12-25 06:00:00,Dec,12,Q4
ORD00133,2025-10-10,CUST0159,EMP010,Bengaluru,Fashion,Sneakers,7,12906.74,0.1,11616.07,7840.29,3775.78,Cancelled,16,2025-10-10 16:00:00,Oct,10,Q4
ORD00134,2025-07-26,CUST0216,EMP010,Hyderabad,Office Supplies,Pen Set,1,8485.96,0.1,7637.36,5254.37,2382.99,Cancelled,8,2025-07-26 08:00:00,Jul,7,Q3
ORD00135,2025-01-15,CUST0026,EMP005,Chennai,Home & Kitchen,Cookware Set,7,32692.66,0.1,29423.39,21490.45,7932.94,Cancelled,6,2025-01-15 06:00:00,Jan,1,Q1
ORD00136,2025-12-12,CUST0286,EMP007,Pune,Home & Kitchen,Mixer Grinder,1,2521.89,0.0,2521.89,1847.67,674.22,Completed,14,2025-12-12 14:00:00,Dec,12,Q4
ORD00137,2025-02-11,CUST0162,EMP002,Kolkata,Fashion,Sneakers,1,8456.37,0.1,7610.73,5432.63,2178.1,Completed,33,2025-02-12 09:00:00,Feb,2,Q1
ORD00138,2025-06-28,CUST0102,EMP004,Mumbai,Electronics,USB Hub,4,32883.08,0.1,29594.77,19265.61,10329.16,Completed,35,2025-06-29 11:00:00,Jun,6,Q2
ORD00139,2025-03-04,CUST0069,EMP002,Delhi,Electronics,USB Hub,4,15320.68,0.2,12256.54,10491.33,1765.21,Completed,35,2025-03-05 11:00:00,Mar,3,Q1
ORD00140,2025-12-18,CUST0133,EMP007,Pune,Beauty,Perfume,5,11621.85,0.1,10459.67,7784.44,2675.23,Cancelled,19,2025-12-18 19:00:00,Dec,12,Q4
ORD00141,2025-08-19,CUST0189,EMP002,Pune,Fashion,Jacket,2,14301.28,0.0,14301.28,9790.0,4511.28,Completed,31,2025-08-20 07:00:00,Aug,8,Q3
